nombre,area,jerarquia,puntaje,cantidad_proyectos,desempenio,personas_equipo,horas_extra,asistencia_puntualidad,desempenio_futuro
Empleado 2720,caja,trainee,35,4,alto,22,5,40,0
Empleado 2721,reposicion,trainee,76,1,alto,9,15,42,0
Empleado 2722,logistica,junior,50,2,medio,16,18,85,0
Empleado 2723,logistica,senior,85,3,medio,18,18,58,2
Empleado 2724,deposito,senior,90,1,bajo,6,15,60,0
Empleado 2725,deposito,trainee,31,5,medio,30,11,100,0
Empleado 2726,reposicion,trainee,55,4,medio,18,0,63,0
Empleado 2727,atencion al cliente,trainee,70,2,medio,21,17,73,0
Empleado 2728,ventas,senior,75,1,bajo,28,14,63,0
Empleado 2729,deposito,trainee,90,1,bajo,13,4,84,0
Empleado 2730,administracion,trainee,86,5,medio,28,5,72,0
Empleado 2731,ventas,trainee,57,2,medio,26,11,79,0
Empleado 2732,ventas,trainee,73,5,bajo,13,0,96,0
Empleado 2733,caja,senior,91,5,alto,11,7,93,2
Empleado 2734,caja,trainee,71,5,medio,8,7,81,1
Empleado 2735,caja,junior,90,4,bajo,5,18,91,1
Empleado 2736,ventas,trainee,94,3,medio,24,15,80,0
Empleado 2737,administracion,trainee,51,4,bajo,25,4,66,0
Empleado 2738,reposicion,trainee,42,4,alto,28,18,62,0
Empleado 2739,deposito,junior,72,5,alto,3,6,93,1
Empleado 2740,caja,senior,34,2,bajo,23,14,89,0
Empleado 2741,reposicion,trainee,57,4,bajo,30,7,65,0
Empleado 2742,administracion,senior,72,2,bajo,20,15,58,0
Empleado 2743,ventas,senior,41,5,medio,3,3,76,0
Empleado 2744,ventas,senior,46,3,medio,15,10,60,0
Empleado 2745,deposito,trainee,89,4,medio,24,15,87,0
Empleado 2746,administracion,junior,45,5,medio,25,1,56,0
Empleado 2747,administracion,trainee,92,2,medio,4,2,97,0
Empleado 2748,caja,junior,72,1,bajo,28,6,55,1
Empleado 2749,administracion,trainee,55,4,medio,16,11,65,0
Empleado 2750,deposito,senior,99,2,alto,10,14,60,2
Empleado 2751,deposito,junior,71,2,medio,17,16,44,0
Empleado 2752,ventas,junior,71,2,medio,20,2,56,0
Empleado 2753,atencion al cliente,junior,43,1,medio,13,16,99,2
Empleado 2754,administracion,trainee,68,4,medio,24,2,78,0
Empleado 2755,atencion al cliente,senior,55,4,bajo,9,7,80,0
Empleado 2756,deposito,junior,83,2,bajo,26,3,66,0
Empleado 2757,deposito,trainee,34,1,medio,23,13,51,0
Empleado 2758,logistica,junior,50,5,medio,8,20,40,0
Empleado 2759,administracion,senior,89,2,medio,14,7,59,2
Empleado 2760,caja,junior,32,4,alto,14,5,74,0
Empleado 2761,administracion,trainee,47,5,medio,6,4,67,0
Empleado 2762,ventas,trainee,69,4,alto,21,5,44,0
Empleado 2763,reposicion,junior,79,5,medio,29,14,90,1
Empleado 2764,administracion,trainee,82,5,medio,19,16,53,0
Empleado 2765,atencion al cliente,senior,67,4,alto,6,2,46,0
Empleado 2766,deposito,junior,76,2,alto,4,5,40,1
Empleado 2767,caja,junior,82,2,alto,30,15,97,1
Empleado 2768,caja,junior,65,2,alto,24,13,48,1
Empleado 2769,logistica,senior,64,2,medio,24,12,51,0
Empleado 2770,caja,senior,63,5,medio,17,2,66,0
Empleado 2771,administracion,trainee,58,2,medio,13,13,50,0
Empleado 2772,reposicion,trainee,78,1,bajo,22,10,81,1
Empleado 2773,atencion al cliente,trainee,33,3,medio,26,5,48,0
Empleado 2774,atencion al cliente,trainee,90,4,medio,25,1,92,0
Empleado 2775,ventas,trainee,42,1,medio,9,15,75,0
Empleado 2776,deposito,junior,60,2,medio,30,12,93,1
Empleado 2777,administracion,junior,31,2,bajo,5,13,85,1
Empleado 2778,deposito,trainee,41,2,alto,6,0,88,0
Empleado 2779,ventas,senior,34,2,medio,9,6,42,0
Empleado 2780,reposicion,junior,33,5,medio,24,5,71,0
Empleado 2781,atencion al cliente,junior,64,3,alto,18,20,67,0
Empleado 2782,atencion al cliente,junior,34,5,alto,15,2,86,0
Empleado 2783,administracion,senior,44,5,medio,29,18,81,2
Empleado 2784,administracion,junior,71,3,medio,4,12,93,1
Empleado 2785,deposito,junior,32,5,medio,29,18,97,2
Empleado 2786,reposicion,junior,30,4,medio,18,17,89,0
Empleado 2787,deposito,senior,44,4,medio,9,11,57,0
Empleado 2788,administracion,trainee,84,1,medio,19,13,95,1
Empleado 2789,ventas,junior,50,5,medio,24,16,80,0
Empleado 2790,deposito,junior,76,1,medio,28,16,81,1
Empleado 2791,deposito,junior,34,3,alto,25,0,56,0
Empleado 2792,ventas,junior,62,5,bajo,12,11,92,1
Empleado 2793,logistica,junior,39,3,alto,19,3,98,0
Empleado 2794,ventas,junior,30,4,medio,5,16,46,0
Empleado 2795,reposicion,senior,48,2,alto,4,20,40,0
Empleado 2796,administracion,trainee,74,4,medio,9,3,64,0
Empleado 2797,caja,junior,57,2,medio,27,8,63,0
Empleado 2798,deposito,junior,73,2,medio,24,17,87,1
Empleado 2799,reposicion,trainee,49,3,medio,26,8,68,0
Empleado 2800,caja,trainee,93,3,bajo,21,10,97,2
Empleado 2801,reposicion,senior,35,2,medio,17,13,77,0
Empleado 2802,reposicion,senior,52,4,bajo,13,20,44,0
Empleado 2803,administracion,trainee,71,5,medio,3,16,47,0
Empleado 2804,administracion,trainee,83,4,bajo,26,15,42,0
Empleado 2805,logistica,trainee,76,1,medio,4,13,90,1
Empleado 2806,caja,junior,58,2,medio,18,10,100,0
Empleado 2807,atencion al cliente,junior,36,4,bajo,4,15,44,0
Empleado 2808,administracion,senior,49,5,bajo,13,0,54,0
Empleado 2809,logistica,trainee,65,2,bajo,21,3,42,0
Empleado 2810,logistica,senior,70,2,medio,24,2,53,0
Empleado 2811,reposicion,senior,93,3,medio,17,2,60,0
Empleado 2812,deposito,senior,81,5,alto,16,11,91,1
Empleado 2813,administracion,senior,99,3,alto,28,12,75,2
Empleado 2814,deposito,junior,62,3,medio,27,14,52,1
Empleado 2815,administracion,senior,77,4,alto,23,8,72,0
Empleado 2816,atencion al cliente,senior,45,4,medio,22,6,96,2
Empleado 2817,deposito,senior,36,2,medio,27,4,90,0
Empleado 2818,deposito,senior,40,5,bajo,13,11,55,0
Empleado 2819,administracion,trainee,78,2,bajo,6,12,91,1
Empleado 2820,ventas,trainee,75,5,bajo,26,13,99,0
Empleado 2821,deposito,senior,79,3,medio,14,16,82,2
Empleado 2822,reposicion,senior,82,4,medio,28,0,92,0
Empleado 2823,ventas,junior,76,5,medio,3,3,83,1
Empleado 2824,deposito,junior,93,2,medio,20,2,59,0
Empleado 2825,caja,junior,85,2,medio,11,10,65,1
Empleado 2826,atencion al cliente,trainee,76,3,alto,16,6,99,0
Empleado 2827,atencion al cliente,trainee,53,4,alto,2,1,59,0
Empleado 2828,logistica,trainee,77,4,medio,24,10,66,0
Empleado 2829,logistica,trainee,82,4,bajo,25,4,41,0
Empleado 2830,caja,junior,88,5,medio,27,11,51,0
Empleado 2831,deposito,junior,66,5,alto,13,13,72,1
Empleado 2832,logistica,junior,58,5,alto,26,13,51,0
Empleado 2833,reposicion,senior,81,5,bajo,15,4,49,0
Empleado 2834,deposito,junior,94,4,bajo,24,14,84,1
Empleado 2835,deposito,junior,50,3,alto,16,7,53,0
Empleado 2836,administracion,junior,34,5,medio,30,7,87,1
Empleado 2837,administracion,junior,60,3,medio,3,17,56,1
Empleado 2838,deposito,junior,44,4,medio,7,11,99,1
Empleado 2839,administracion,trainee,56,4,alto,6,6,57,0
Empleado 2840,ventas,junior,34,5,bajo,23,16,71,0
Empleado 2841,atencion al cliente,junior,37,2,medio,24,7,70,0
Empleado 2842,atencion al cliente,junior,87,1,bajo,8,3,55,0
Empleado 2843,logistica,junior,36,2,medio,20,20,49,0
Empleado 2844,atencion al cliente,junior,40,4,alto,17,15,90,1
Empleado 2845,caja,junior,57,1,alto,30,10,44,0
Empleado 2846,reposicion,trainee,34,4,alto,12,0,57,0
Empleado 2847,reposicion,junior,97,2,bajo,27,18,52,2
Empleado 2848,logistica,senior,52,2,medio,29,2,61,0
Empleado 2849,caja,trainee,73,2,medio,28,15,42,0
Empleado 2850,logistica,junior,80,5,alto,14,20,66,0
Empleado 2851,logistica,trainee,60,4,bajo,25,12,51,0
Empleado 2852,atencion al cliente,junior,36,1,alto,20,14,99,0
Empleado 2853,caja,senior,31,2,medio,3,8,44,0
Empleado 2854,caja,junior,64,3,alto,17,12,74,1
Empleado 2855,logistica,senior,56,5,bajo,14,4,93,0
Empleado 2856,administracion,trainee,60,1,medio,19,16,87,0
Empleado 2857,logistica,trainee,66,4,medio,14,9,57,0
Empleado 2858,reposicion,trainee,99,2,bajo,4,9,55,0
Empleado 2859,deposito,trainee,83,1,alto,2,8,51,0
Empleado 2860,logistica,senior,82,3,alto,18,11,62,0
Empleado 2861,administracion,junior,74,4,alto,7,10,58,1
Empleado 2862,logistica,senior,95,3,medio,19,6,48,2
Empleado 2863,reposicion,trainee,94,3,alto,18,4,58,0
Empleado 2864,deposito,junior,64,1,medio,22,15,53,1
Empleado 2865,reposicion,trainee,76,2,alto,7,14,48,0
Empleado 2866,logistica,senior,85,2,alto,23,12,49,0
Empleado 2867,atencion al cliente,junior,55,4,medio,5,13,71,0
Empleado 2868,deposito,trainee,90,5,medio,25,13,61,0
Empleado 2869,ventas,junior,37,1,medio,17,17,82,0
Empleado 2870,reposicion,trainee,75,1,medio,30,7,55,0
Empleado 2871,ventas,junior,73,1,bajo,10,7,98,1
Empleado 2872,deposito,senior,90,1,bajo,4,15,92,1
Empleado 2873,ventas,junior,97,2,alto,20,15,43,0
Empleado 2874,caja,senior,86,5,medio,26,5,69,2
Empleado 2875,logistica,junior,97,4,alto,30,1,84,0
Empleado 2876,administracion,trainee,79,4,medio,26,3,94,0
Empleado 2877,administracion,senior,84,2,medio,16,6,85,1
Empleado 2878,atencion al cliente,senior,59,5,medio,21,18,100,2
Empleado 2879,deposito,junior,49,2,alto,26,12,73,0
Empleado 2880,ventas,senior,79,4,alto,10,1,52,0
Empleado 2881,atencion al cliente,senior,65,3,medio,23,9,58,0
Empleado 2882,administracion,junior,34,1,alto,22,18,55,0
Empleado 2883,atencion al cliente,junior,41,4,medio,22,12,75,0
Empleado 2884,reposicion,senior,81,1,medio,26,1,98,2
Empleado 2885,logistica,senior,90,4,medio,27,13,69,2
Empleado 2886,reposicion,senior,43,2,bajo,21,0,96,0
Empleado 2887,administracion,trainee,33,3,medio,19,8,50,0
Empleado 2888,logistica,junior,58,2,alto,30,6,71,0
Empleado 2889,caja,trainee,78,2,alto,17,13,64,0
Empleado 2890,reposicion,junior,38,2,bajo,30,7,55,0
Empleado 2891,reposicion,junior,98,5,alto,16,6,41,0
Empleado 2892,ventas,senior,45,2,alto,24,12,97,2
Empleado 2893,ventas,senior,36,3,medio,28,18,80,2
Empleado 2894,logistica,trainee,81,4,alto,13,13,92,1
Empleado 2895,caja,trainee,32,4,medio,2,9,84,0
Empleado 2896,reposicion,senior,81,2,alto,11,12,90,1
Empleado 2897,deposito,trainee,67,3,medio,6,6,46,0
Empleado 2898,caja,junior,64,3,medio,11,14,48,1
Empleado 2899,deposito,trainee,65,5,bajo,24,18,45,0
Empleado 2900,reposicion,junior,74,1,medio,12,13,49,1
Empleado 2901,deposito,trainee,67,4,bajo,11,1,62,0
Empleado 2902,caja,trainee,98,1,medio,17,11,99,2
Empleado 2903,deposito,junior,97,2,alto,3,14,83,1
Empleado 2904,deposito,trainee,96,1,alto,30,10,42,0
Empleado 2905,atencion al cliente,trainee,90,1,medio,10,11,80,0
Empleado 2906,atencion al cliente,senior,99,1,medio,22,10,90,2
Empleado 2907,caja,senior,46,5,medio,3,6,63,0
Empleado 2908,atencion al cliente,junior,90,1,medio,26,4,45,0
Empleado 2909,deposito,junior,80,2,alto,9,16,40,0
Empleado 2910,atencion al cliente,senior,36,4,medio,3,2,79,0
Empleado 2911,caja,trainee,50,1,bajo,29,20,58,0
Empleado 2912,logistica,junior,59,5,alto,19,4,67,0
Empleado 2913,logistica,trainee,37,4,bajo,26,0,44,0
Empleado 2914,caja,junior,38,1,bajo,26,10,88,1
Empleado 2915,atencion al cliente,senior,47,4,medio,16,1,76,0
Empleado 2916,administracion,trainee,89,3,medio,29,15,56,0
Empleado 2917,caja,junior,91,4,alto,22,13,86,1
Empleado 2918,logistica,trainee,47,3,bajo,13,7,57,0
Empleado 2919,ventas,senior,50,4,alto,13,7,79,0
Empleado 2920,ventas,trainee,84,4,medio,24,20,71,0
Empleado 2921,reposicion,trainee,46,1,medio,18,11,41,0
Empleado 2922,administracion,senior,69,1,medio,9,9,92,1
Empleado 2923,atencion al cliente,junior,31,4,bajo,24,10,92,1
Empleado 2924,deposito,senior,80,1,alto,24,18,99,2
Empleado 2925,deposito,junior,51,3,medio,12,20,91,0
Empleado 2926,caja,trainee,82,3,alto,7,14,43,0
Empleado 2927,deposito,senior,48,1,medio,11,18,45,0
Empleado 2928,ventas,senior,70,5,alto,7,11,92,1
Empleado 2929,administracion,trainee,77,1,medio,26,11,55,0
Empleado 2930,administracion,junior,47,2,medio,28,2,51,0
Empleado 2931,atencion al cliente,trainee,43,5,medio,21,19,41,0
Empleado 2932,atencion al cliente,junior,66,2,medio,17,8,96,1
Empleado 2933,ventas,trainee,45,1,bajo,9,8,72,0
Empleado 2934,logistica,senior,61,5,bajo,2,17,78,0
Empleado 2935,reposicion,junior,53,3,alto,3,6,64,0
Empleado 2936,logistica,junior,76,1,medio,4,0,82,1
Empleado 2937,reposicion,senior,56,5,alto,4,9,83,1
Empleado 2938,ventas,senior,93,2,alto,19,1,68,0
Empleado 2939,reposicion,junior,98,1,alto,29,4,76,0
Empleado 2940,caja,senior,86,2,medio,9,14,53,2
Empleado 2941,caja,junior,78,1,alto,23,5,85,1
Empleado 2942,caja,senior,44,2,alto,2,6,87,0
Empleado 2943,caja,senior,72,5,bajo,2,14,61,0
Empleado 2944,reposicion,senior,92,2,medio,10,14,97,2
Empleado 2945,logistica,trainee,43,4,medio,27,15,48,0
Empleado 2946,administracion,senior,86,3,alto,18,6,90,2
Empleado 2947,reposicion,senior,56,3,medio,8,16,60,0
Empleado 2948,reposicion,senior,50,4,bajo,3,6,73,0
Empleado 2949,atencion al cliente,trainee,71,3,alto,5,8,74,0
Empleado 2950,deposito,junior,76,1,medio,12,3,64,0
Empleado 2951,logistica,trainee,82,3,alto,14,13,84,1
Empleado 2952,logistica,junior,64,3,medio,22,17,88,1
Empleado 2953,deposito,junior,63,1,alto,5,17,98,1
Empleado 2954,reposicion,junior,93,2,medio,6,4,49,0
Empleado 2955,atencion al cliente,trainee,36,3,medio,15,7,91,0
Empleado 2956,administracion,senior,63,2,medio,30,14,69,0
Empleado 2957,caja,senior,36,1,medio,11,19,100,2
Empleado 2958,administracion,senior,94,2,medio,27,20,75,2
Empleado 2959,caja,junior,41,4,medio,11,20,66,0
Empleado 2960,administracion,trainee,76,2,alto,5,8,91,1
Empleado 2961,administracion,senior,59,3,alto,14,19,66,0
Empleado 2962,caja,trainee,30,5,alto,22,1,77,0
Empleado 2963,administracion,trainee,55,2,medio,15,5,81,0
Empleado 2964,reposicion,junior,36,5,bajo,16,7,80,1
Empleado 2965,caja,senior,67,5,bajo,4,12,89,1
Empleado 2966,atencion al cliente,senior,89,3,bajo,19,12,41,2
Empleado 2967,reposicion,junior,88,5,medio,24,11,60,0
Empleado 2968,logistica,senior,88,4,bajo,14,12,72,2
Empleado 2969,administracion,trainee,67,1,medio,12,10,74,0
Empleado 2970,atencion al cliente,senior,73,1,bajo,27,13,85,1
Empleado 2971,ventas,senior,65,4,medio,24,15,68,0
Empleado 2972,deposito,trainee,41,4,medio,25,0,53,0
Empleado 2973,administracion,junior,44,5,medio,14,16,42,0
Empleado 2974,caja,senior,60,2,medio,21,9,49,0
Empleado 2975,administracion,senior,99,4,bajo,4,19,45,2
Empleado 2976,caja,junior,96,5,medio,13,14,100,2
Empleado 2977,caja,trainee,43,5,medio,19,9,69,0
Empleado 2978,reposicion,trainee,58,5,medio,17,8,84,0
Empleado 2979,administracion,junior,86,5,alto,13,19,54,2
Empleado 2980,caja,senior,88,5,alto,16,5,93,2
Empleado 2981,administracion,junior,85,1,medio,24,1,41,0
Empleado 2982,caja,trainee,94,2,alto,20,11,50,0
Empleado 2983,atencion al cliente,trainee,90,2,alto,4,12,64,0
Empleado 2984,reposicion,junior,94,1,medio,11,15,62,0
Empleado 2985,atencion al cliente,junior,54,3,bajo,20,1,41,0
Empleado 2986,reposicion,trainee,93,5,alto,20,4,86,0
Empleado 2987,ventas,trainee,71,3,alto,13,14,83,1
Empleado 2988,logistica,trainee,64,4,alto,12,9,57,0
Empleado 2989,ventas,senior,36,2,medio,2,20,74,0
Empleado 2990,reposicion,junior,57,5,medio,4,7,85,1
Empleado 2991,administracion,trainee,69,5,alto,29,7,59,0
Empleado 2992,deposito,senior,74,2,medio,30,2,89,1
Empleado 2993,ventas,junior,42,4,medio,10,3,87,0
Empleado 2994,atencion al cliente,trainee,65,3,medio,3,18,72,0
Empleado 2995,reposicion,senior,34,1,medio,25,12,55,0
Empleado 2996,atencion al cliente,junior,41,3,medio,22,10,60,0
Empleado 2997,administracion,junior,98,2,bajo,8,2,57,0
Empleado 2998,atencion al cliente,trainee,90,4,medio,25,20,51,0
Empleado 2999,reposicion,junior,30,2,alto,13,20,70,0
Empleado 3000,deposito,junior,63,1,medio,17,17,57,0
